,Name,acc,auc,loss
0,model.best_acc.keras,0.9153316617012024,0.966656553619544,0.2225632667541504
1,model.best_loss.keras,0.9121584296226501,0.9668980817365508,0.21743039786815643
2,model.keras,0.9132425785064697,0.9664439264120989,0.23678751289844513
