,Name,acc,auc,loss
0,model.best_acc.keras,0.9162376523017883,0.9680050365127255,0.2209818959236145
1,model.best_loss.keras,0.9134579300880432,0.9678908473684126,0.21492713689804077
2,model.keras,0.9050297141075134,0.9679378726195595,0.21968793869018555
