,Name,acc,auc,loss
0,model.best_acc.keras,0.9045395851135254,0.9540715775981127,0.25469470024108887
1,model.best_loss.keras,0.9006163477897644,0.9545719356439084,0.24559421837329865
2,model.keras,0.9033316969871521,0.9544628439909616,0.24647453427314758
