,Name,acc,auc,loss
0,model.best_acc.keras,0.8922104239463806,0.9187845066495984,0.42536649107933044
1,model.best_loss.keras,0.85821533203125,0.9187845284856968,0.3747836947441101
2,model.keras,0.8837574124336243,0.9187845508732119,0.4889126718044281
