,Name,acc,auc,loss
0,model.best_acc.keras,0.9164183139801025,0.9673750024680307,0.22014042735099792
1,model.best_loss.keras,0.9112401008605957,0.96790569444492,0.2152079939842224
2,model.keras,0.9124331474304199,0.9677662527840213,0.24086134135723114
