,Name,acc,auc,loss
0,model.best_acc.keras,0.8921782374382019,0.9187844994321673,0.42868080735206604
1,model.best_loss.keras,0.8576237559318542,0.9187845248095861,0.37478506565093994
2,model.keras,0.8858836889266968,0.918784535163965,0.47908690571784973
