,Name,acc,auc,loss
0,model.best_acc.keras,0.9043415784835815,0.9542250568068944,0.2543390095233917
1,model.best_loss.keras,0.9008762240409851,0.9545170625577932,0.24559324979782104
2,model.keras,0.8959208130836487,0.9545246245873964,0.2479492723941803
