,Name,acc,auc,loss
0,model.best_acc.keras,0.9168118834495544,0.9686242909750331,0.21629691123962402
1,model.best_loss.keras,0.9132153391838074,0.9686800057557426,0.21269842982292175
2,model.keras,0.9138613939285278,0.9683851607238666,0.21387942135334015
