,Name,acc,auc,loss
0,model.best_acc.keras,0.7561361193656921,0.8166336854309071,0.6270681619644165
1,model.best_loss.keras,0.7066782116889954,0.8166340038801367,0.5624960064888
2,model.keras,0.7158638834953308,0.8166337068258723,0.7007803320884705
