,Name,acc,auc,loss
0,model.best_acc.keras,0.9048638343811035,0.9551645896945717,0.24964551627635956
1,model.best_loss.keras,0.9025198221206665,0.955200168271749,0.24438701570034027
2,model.keras,0.9037796854972839,0.9551376009630844,0.24485088884830475
